country,country_code,year,tourism_receipts,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures,gdp,inflation,unemployment
Central African Republic,CAF,2000,5000000,11199.99981,,,,916777282.7,3.203400916,
Canada,CAN,2000,13035000000,48638000,3.971326117,,5.276957066,7.44773E+11,2.719439957,6.829
Central Europe and the Baltics,CEB,2000,20466141201,206946379.3,12.36150685,106599221.4,5.464958023,4.29355E+11,8.911744187,11.93753277
Switzerland,CHE,2000,9058000000,7821000,6.363986558,,6.054285302,2.79216E+11,1.558529197,2.658
Channel Islands,CHI,2000,,,,,,6439703435,,
Chile,CHL,2000,1179000000,,5.061573121,1528000,4.129155057,78339750722,3.843272957,10.491
China,CHN,2000,17318000000,83444000,9.112847893,10473000,8.791564714,1.21133E+12,0.347811227,3.707
Cote d'Ivoire,CIV,2000,53000000,,,,,16577533892,2.530775167,
Cameroon,CMR,2000,132000000,,4.937589437,,9.614278331,10566579295,1.22719013,
"Congo, Dem. Rep.",COD,2000,,103000,,,,19088046306,513.9068437,
"Congo, Rep.",COG,2000,12399999.62,,0.470616643,,4.930711448,3227927698,-0.881991517,
Colombia,COL,2000,1313000000,707000,8.306622522,1235000,10.02901082,99875074951,9.225348186,20.52
Comoros,COM,2000,15000000,24000,,,,351136579.6,,
Cabo Verde,CPV,2000,64000000,115000,45.48867908,,12.55103462,539227277.6,-2.477456685,
Costa Rica,CRI,2000,1629000000,1278000,25.12652845,381000,8.347555571,15013629662,10.96154966,
Caribbean small states,CSS,2000,5535249012,11115377.44,56.61624813,,10.51921514,17471510858,2.181818182,
Cuba,CUB,2000,1948000000,1774000,,139000,,30565400000,,5.45
Curacao,CUW,2000,227000000,514000,,,,2120511229,,
Cayman Islands,CYM,2000,559000000,1385000,,,,,,
Cyprus,CYP,2000,2137000000,2912000,42.5783031,588000,10.56030346,9985847314,4.141657647,4.766
Czechia,CZE,2000,,,,,,62175642238,3.775388292,8.764
Germany,DEU,2000,24943000000,18983000,4.273731528,80507000,9.940256672,1.96698E+12,1.440268387,7.917
Djibouti,DJI,2000,8100000,20100.00038,4.191655068,,5.329073554,551230861.9,,
Dominica,DMA,2000,48000000,312000,29.48419059,,,333470370.4,0.856946805,
Denmark,DNK,2000,3671000000,,4.973903505,5011000,7.238141363,1.64044E+11,2.903282032,4.476
Dominican Republic,DOM,2000,2860000000,3161000,48.45979193,360000,5.648774601,24305780629,7.724135662,6.432
Algeria,DZA,2000,,866000,,1006000,,54790398570,0.339163189,29.77
East Asia & Pacific (excluding high income),EAP,2000,,116409725.6,8.723496732,28789531.07,5.963773079,1.73618E+12,2.158518106,4.072123383
Early-demographic dividend,EAR,2000,,190532159.7,7.681184639,216559415.8,5.805684585,3.3776E+12,3.899529803,5.420241652
East Asia & Pacific,EAS,2000,,168455262.8,4.539568077,134784939.1,6.595802157,8.37797E+12,1.591969175,4.142086846
Europe & Central Asia (excluding high income),ECA,2000,,61157451.51,,,,3.90705E+11,15.94081244,8.575861126
Europe & Central Asia,ECS,2000,2.27631E+11,746290155.9,7.319240635,457405981.2,7.71102684,1.00776E+13,3.775388292,9.199000201
Ecuador,ECU,2000,451000000,627000,7.636305208,520000,8.443811557,17539454727,96.09637569,4.8
"Egypt, Arab Rep.",EGY,2000,4657000000,5506000,27.61503795,,5.267525661,99838543960,2.683805353,8.98
Euro area,EMU,2000,1.55916E+11,,7.698423545,222897314.8,7.921821475,6.52863E+12,2.9475656,9.503379599
Eritrea,ERI,2000,36000000,70000,36.84044642,,,706370815.6,,
Spain,ESP,2000,,74580000,,,,5.98103E+11,3.433515634,13.785
Estonia,EST,2000,657000000,3310000,18.75275069,1800000,6.865139259,5686579748,4.018489525,13.36
Ethiopia,ETH,2000,205000000,136000,20.65975423,,4.93528176,8242349618,0.662458109,
European Union,EUU,2000,1.81198E+11,650173237.9,7.616614901,325163288.8,7.836127531,7.28843E+12,3.15076707,9.701564557
Fragile and conflict affected situations,FCS,2000,,13329949.62,2.214015244,,6.139011186,4.68036E+11,3.822600881,
Finland,FIN,2000,2035000000,2714000,3.855617038,,5.760256588,1.25968E+11,3.042100807,11.135
Fiji,FJI,2000,291000000,434000,30.05278205,83000,8.717085684,1678219508,1.0921646,
France,FRA,2000,38706000000,,9.918545496,,7.690060631,1.36096E+12,1.675959887,10.218
Faroe Islands,FRO,2000,,,,,,1067109531,,4.17
"Micronesia, Fed. Sts.",FSM,2000,17000000,20500,,,,233271800,2.158518106,
Gabon,GAB,2000,99000000,230000,2.834287919,168000,11.08995424,5080483629,0.504920026,
United Kingdom,GBR,2000,,25209000,,56837000,,1.66553E+12,1.182956242,5.558
Georgia,GEO,2000,107000000,387000,12.64364959,315000,9.852085616,3057475335,4.063962014,10.82
Ghana,GHA,2000,357000000,399000,14.62758621,,4.835505838,4982850662,40.24093312,10.456
Gibraltar,GIB,2000,,,,,,,,
Guinea,GIN,2000,7800000.191,33000,1.062540572,,1.491244227,4367458867,,
"Gambia, The",GMB,2000,,79000,,,,782913871.8,0.844969567,
Guinea-Bissau,GNB,2000,,,,,,391345597.5,8.636320949,
Equatorial Guinea,GNQ,2000,5000000,,,,,1045998496,4.802288869,
Greece,GRC,2000,9264000000,13567000,31.50323999,,10.94727777,1.2576E+11,3.151181625,11.345
Grenada,GRD,2000,93000000,316000,39.6247716,,,520044370.4,2.181818182,
Greenland,GRL,2000,,,,,,1068025016,,11.02
Guatemala,GTM,2000,498000000,826000,12.89721078,488000,3.880285991,19288929030,5.977577347,
Guam,GUM,2000,,1287000,,,,,,15.32
Guyana,GUY,2000,80000000,105000,11.90121988,,10.35920893,712667896.7,6.14854333,
High income,HIC,2000,4.06354E+11,929784135.7,6.860366686,644643750.3,6.893488457,2.80518E+13,2.686847367,7.126111774
"Hong Kong SAR, China",HKG,2000,8198000000,13059000,3.789383006,58901000,5.988263508,1.71669E+11,-3.685503686,4.92
Honduras,HND,2000,263000000,689000,10.34278234,,5.868782164,7186638029,11.04803493,
Heavily indebted poor countries (HIPC),HPC,2000,3042986472,7778591,9.839811611,,7.378587899,1.81381E+11,4.165404423,
Croatia,HRV,2000,2871000000,37226000,37.70356284,,7.375739551,22134411297,4.611315547,16.064
Haiti,HTI,2000,128000000,445000,25.41195156,,12.63954644,6813566099,9.333221976,
Hungary,HUN,2000,3809000000,31141000,11.93645125,11065000,5.114574129,47218405892,9.803610169,6.563
IBRD only,IBD,2000,,468296048.9,8.469593666,320226254.6,5.793103433,5.87315E+12,4.687570137,5.358681561
IDA & IBRD total,IBT,2000,,508311572.2,8.421879114,411277764.4,5.796080348,6.39142E+12,4.18234634,5.358513465
IDA total,IDA,2000,7615135304,23005231.32,7.656864717,,5.834011804,5.18692E+11,3.861065342,
IDA blend,IDB,2000,2589690684,,5.175129682,,5.299714732,2.27751E+11,3.067439669,
Indonesia,IDN,2000,,5064000,,2205000,,1.65021E+11,3.68861916,6.078
IDA only,IDX,2000,5061015410,12504714.57,,,6.192533546,2.91563E+11,4.012120811,
Isle of Man,IMN,2000,,,,,,1601050083,,0.6
India,IND,2000,3598000000,2649000,6.003500853,4416000,5.04411947,4.68396E+11,4.00943591,2.731
Not classified,INX,2000,,,,,,,,
Ireland,IRL,2000,3517000000,6646000,,3783000,,1.00208E+11,5.577632699,4.318
"Iran, Islamic Rep.",IRN,2000,677000000,1342000,2.277390924,,3.833628521,1.09592E+11,14.47675132,
Iraq,IRQ,2000,,78000,,,,48364250944,4.978962132,
Iceland,ISL,2000,386000000,328000,13.31418906,283000,,9025660362,5.136471232,1.936
Israel,ISR,2000,4611000000,2672000,9.896718694,3530000,7.977467341,1.36225E+11,1.03264095,11.102
Italy,ITA,2000,28712000000,62702000,9.792397363,44628000,6.400732249,1.14966E+12,2.537685321,10.834
Jamaica,JAM,2000,1577000000,2230000,43.94593841,,5.376344086,9005064475,8.171083561,15.539
Jordan,JOR,2000,935000000,2700000,26.42042964,1625000,6.677367938,8460789845,0.666880926,13.7
Japan,JPN,2000,5970000000,4757000,1.139915259,17819000,9.379675363,4.96836E+12,-0.676578684,4.748
Kazakhstan,KAZ,2000,403000000,1683000,3.940889883,,5.384758323,18291990662,13.18089059,12.75
Kenya,KEN,2000,500000000,1037000,18.01413477,,4.146021269,12705350098,9.980025154,
Kyrgyz Republic,KGZ,2000,20000000,173000,3.490644354,,4.278782954,1369688498,18.70073428,7.54
Cambodia,KHM,2000,345000000,466000,18.89830809,41000,2.297577312,3694168979,-0.791992529,2.764
Kiribati,KIR,2000,2700000.048,13399.99962,,,,74910555.25,,
St. Kitts and Nevis,KNA,2000,58000000,247000,29.01723532,,,421695769.8,2.148855327,
"Korea, Rep.",KOR,2000,8527000000,5322000,4.219615994,5508000,4.236583176,5.76179E+11,2.259165801,4.063
Kuwait,KWT,2000,394000000,1944000,1.849654492,1236000,25.07827191,37718743480,1.812946139,0.8
Latin America & Caribbean (excluding high income),LAC,2000,26836449655,135852472.5,7.415909802,147337198.1,5.78370118,2.0015E+12,7.069913523,
Lao PDR,LAO,2000,,737000,,,,1731198022,25.08464143,
Lebanon,LBN,2000,742000000,742000,,,,17260364842,,
Liberia,LBR,2000,,,,,,874000000,,
Libya,LBY,2000,84000000,963000,0.687960688,,9.852707006,38270954138,-2.9,
St. Lucia,LCA,2000,281000000,727000,74.05171022,,,932592592.6,3.710786087,16.49
Latin America & Caribbean,LCN,2000,38615438788,161345288.5,7.659090328,152083148.4,5.847963165,2.32695E+12,4.608229989,
Least developed countries: UN classification,LDC,2000,3227514900,8410825.329,8.721244161,,5.971704625,2.24234E+11,4.032467113,
Low income,LIC,2000,1507706348,,,,,1.23884E+11,3.607311233,
Liechtenstein,LIE,2000,,61599.99847,,,,2483889858,,1.27
Sri Lanka,LKA,2000,388000000,445000,6.083162304,524000,4.725472897,16330814180,6.17627591,7.74
Lower middle income,LMC,2000,30086088094,60822587.41,10.14044193,,5.241490359,1.18557E+12,4.010778361,4.130483947
Low & middle income,LMY,2000,,376460649.1,8.161350142,329000990.5,5.784984257,5.68076E+12,4.063962014,4.961732148
Lesotho,LSO,2000,,302000,,,18.7118043,887291687.9,6.131975387,
Late-demographic dividend,LTE,2000,,284253258.6,9.361887383,137883028.7,6.433262458,3.4146E+12,4.10280983,5.148239088
Lithuania,LTU,2000,430000000,4092000,9.683463347,,5.053981753,11550695727,0.981615479,15.931
Luxembourg,LUX,2000,,852000,,950000,,21230182989,3.15076707,2.345
Latvia,LVA,2000,172000000,1882000,7.341635827,2596000,10.11347784,7761252607,2.654254778,14.211
"Macao SAR, China",MAC,2000,3205000000,9162000,,,,6774193548,-1.60971884,6.874
St. Martin (French part),MAF,2000,,,,,,,,
Morocco,MAR,2000,2280000000,4458000,25.7601314,1508000,4.623492774,43017455402,1.894634568,13.58
Monaco,MCO,2000,,300000,,,,2654462665,,3.6
Moldova,MDA,2000,57000000,18000,10.17239533,,9.653484796,1288429392,31.29930158,8.539
Madagascar,MDG,2000,152000000,,18.46767863,,12.03738921,4629247204,11.8596845,5.8
Maldives,MDV,2000,,467000,,42000,13.2845086,624337145.3,-1.174756812,1.97
Middle East & North Africa,MEA,2000,,,,,7.921393625,9.95464E+11,1.812946139,
Mexico,MEX,2000,9133000000,105673000,5.077383399,127268000,3.318251632,7.42061E+11,9.491561494,2.646
Marshall Islands,MHL,2000,3000000,5199.999809,,,,114838500,,
Middle income,MIC,2000,,369017840.4,8.15603918,306243685.5,5.781958394,5.55838E+12,4.199288256,4.957916351
North Macedonia,MKD,2000,88000000,224000,7.747339915,,3.262093257,3772859034,6.60742291,32.2
Mali,MLI,2000,47000000,86000,7.289768032,,7.110558573,2961484954,-0.677661659,
Malta,MLT,2000,731000000,1387000,20.43348525,,5.609552323,4036810072,2.369592875,6.324
Myanmar,MMR,2000,195000000,416000,9.242836362,,1.21923333,8905066164,-0.109165515,
Middle East & North Africa (excluding high income),MNA,2000,17739281846,25593702.35,13.25303415,,5.200932721,4.74549E+11,2.683805353,
Montenegro,MNE,2000,,,,,,984293043.8,,
Mongolia,MNG,2000,43000000,158000,7.010773095,,7.003357967,1136896124,11.59553876,
Northern Mariana Islands,MNP,2000,,529000,,,,,,3.83
Mozambique,MOZ,2000,,,,,,5930685215,,
Mauritania,MRT,2000,,30000,,,,1779520886,3.254067458,
Mauritius,MUS,2000,732000000,678000,27.91361952,163000,7.499381007,4726108622,4.199288256,
Malawi,MWI,2000,29000000,228000,6.629810106,,8.424849535,2537307580,29.58148846,
Malaysia,MYS,2000,5873000000,10222000,5.230374203,30532000,2.697666446,93789736842,1.534740237,3
North America,NAC,2000,1.50813E+11,127520000,9.307818937,115824362.9,5.784883234,1.09992E+13,3.048148614,4.275832391
Namibia,NAM,2000,145000000,759000,9.775598189,,,3922232165,,20.3
New Caledonia,NCL,2000,,110000,,69000,,3420032041,,
Niger,NER,2000,23100000.38,50000,7.187017366,,7.007111512,2241753193,2.900149736,
Nigeria,NGA,2000,186000000,1492000,0.887174471,,5.075929204,69171451627,6.933292156,
Nicaragua,NIC,2000,,581000,,486000,6.287738909,5109587050,7.069913523,
Netherlands,NLD,2000,11285000000,10003000,4.566376122,13896000,5.899606929,4.17649E+11,2.360522338,2.725
Norway,NOR,2000,2521000000,3104000,3.22747416,2394000,9.889670335,1.71457E+11,3.085506091,3.458
Nepal,NPL,2000,219000000,464000,17.08166288,155000,6.089200369,5494252208,2.478820207,
Nauru,NRU,2000,,,,,,26930980.34,,
New Zealand,NZL,2000,2272000000,1787000,12.20276377,1283000,7.109426169,52623281957,2.615234462,6.13
OECD members,OED,2000,3.94531E+11,914409802,7.110806193,679677027.6,6.941375314,2.76819E+13,3.063803449,6.725635136
Oman,OMN,2000,377000000,,3.203113052,,9.903174506,22259557867,,
Other small states,OSS,2000,,22028654.64,21.69104397,,7.775007676,56448952736,4.018489525,
Pakistan,PAK,2000,551000000,557000,5.511653496,,4.772991851,99484802345,4.366664513,7.16
Panama,PAN,2000,628000000,600000,8.017464796,216000,2.967176381,11966497000,1.498961116,13.53
Peru,PER,2000,861000000,,10.4936515,730000,6.861138937,51744749133,3.757338333,4.069
Philippines,PHL,2000,2334000000,1992000,8.499326317,1670000,5.215001983,83669788255,3.977125032,11.189
Palau,PLW,2000,,58000,,,,149535800,,3.3
Papua New Guinea,PNG,2000,,,,52000,,3521339699,15.59589331,2.92
Poland,POL,2000,6128000000,84515000,13.23513531,56677000,5.973254086,1.72954E+11,9.900175388,14.928
Pre-demographic dividend,PRE,2000,2546886545,7836650.595,3.918434293,,5.970110411,2.82737E+11,4.165404423,
Puerto Rico,PRI,2000,2388000000,4566000,,1259000,,61701800000,,10.08
"Korea, Dem. People's Rep.",PRK,2000,,,,,,,,
Portugal,PRT,2000,6029000000,12097000,17.96734493,,5.925031387,1.18605E+11,2.853030393,3.806
Paraguay,PRY,2000,88000000,3924000,2.285749024,175000,4.873016777,8855705140,8.982159768,7.61
West Bank and Gaza,PSE,2000,94000000,310000,10.62184993,,10.01599354,4313600000,2.798198924,10.625
Pacific island small states,PSS,2000,460898875.3,,29.1944632,,8.545171971,3448150247,2.348103274,
Post-demographic dividend,PST,2000,3.78601E+11,745500956.8,6.841236936,557051074.3,6.893529874,2.64103E+13,2.579876112,6.380289648
French Polynesia,PYF,2000,,,,,,3599845480,,
Qatar,QAT,2000,,,,,,17759890110,1.650335224,
Romania,ROU,2000,394000000,5264000,3.309533809,6388000,3.230936032,37253739511,45.66659404,6.969
Russian Federation,RUS,2000,,21169000,,18371000,,2.5971E+11,20.79876066,10.581
Rwanda,RWA,2000,27000000,,,,,2068836754,3.899529803,
South Asia,SAS,2000,,5028560.725,6.129732034,7177819.702,5.025635013,6.47682E+11,4.00943591,3.263731971
Saudi Arabia,SAU,2000,,,,,,1.89515E+11,-1.124994779,4.57
Sudan,SDN,2000,5000000,38000,0.272613271,,2.731019415,12257299147,7.121258972,
Senegal,SEN,2000,152000000,,11.6074132,,7.161618603,6013185004,0.731981982,
Singapore,SGP,2000,5142000000,7691000,2.841496496,4444000,2.681721792,96076539926,1.361623924,3.7
Solomon Islands,SLB,2000,4000000,5199.999809,3.29167583,,7.397230453,419842674.2,7.88956187,
Sierra Leone,SLE,2000,10000000,,18.16694179,13000,13.812971,635866403.8,,
El Salvador,SLV,2000,437000000,867000,17.41799195,923000,4.88468573,11784927700,2.271287568,6.96
San Marino,SMR,2000,,3071000,,,,1007661367,,2.8
Somalia,SOM,2000,,,,,,3412797450,,
Serbia,SRB,2000,,,,,,7326373882,71.12062879,12.6
Sub-Saharan Africa (excluding high income),SSA,2000,7995682016,19437981.38,7.120103847,,7.08270276,4.27683E+11,4.199288256,
South Sudan,SSD,2000,,,,,,,,
Sub-Saharan Africa,SSF,2000,8236189717,19581432.38,7.313186725,,7.092534,4.28341E+11,4.500788563,
Small states,SST,2000,,35393988.81,27.67475473,,8.324116085,77368613842,2.486750739,
Sao Tome and Principe,STP,2000,9900000,7099.999905,60.85802774,,5.85261182,76198394.82,12.20894563,14.4
Suriname,SUR,2000,42000000,72000,,,,947671969.7,59.40168655,
Slovak Republic,SVK,2000,441000000,,3.119475595,,2.336252618,29215726005,12.0357806,18.546
Slovenia,SVN,2000,1016000000,1090000,9.539906103,,4.797474271,20159190702,8.911744187,6.92
Sweden,SWE,2000,4825000000,3828000,4.299293655,,9.316174905,2.62905E+11,0.899143734,5.466
Eswatini,SWZ,2000,24000000,1151000,1.937479156,,2.227617773,1738093840,12.20853585,
Sint Maarten (Dutch part),SXM,2000,,1300000,,,,,,
Seychelles,SYC,2000,225000000,140000,46.70862664,36000,8.767797616,654212394.3,6.268768769,
Syrian Arab Republic,SYR,2000,,3412000,,3863000,,18937052543,-3.846153846,
Turks and Caicos Islands,TCA,2000,285000000,,,,,,,
Chad,TCD,2000,14000000,43000,,,,1388506772,3.822600881,
East Asia & Pacific (IDA & IBRD countries),TEA,2000,,115002176.3,8.723496732,28433416.03,5.963773079,1.73418E+12,2.158518106,4.072123383
Europe & Central Asia (IDA & IBRD countries),TEC,2000,,185016223.2,,126523625.6,,8.95734E+11,13.18089059,10.02264818
Togo,TGO,2000,11000000,60000,2.590358382,,2.485028798,2106848752,1.862605955,
Thailand,THA,2000,9935000000,9579000,12.15114362,1909000,4.491072731,1.26392E+11,1.591969175,2.389
Tajikistan,TJK,2000,,7699.999809,,6400.000095,,860541842.3,,2.7
Turkmenistan,TKM,2000,,,,78000,,2904663311,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2000,28136680703,142004691.9,7.107309499,150447226.4,5.790599147,2.21446E+12,4.763824727,
Timor-Leste,TLS,2000,,,,,,366924300,,
Middle East & North Africa (IDA & IBRD countries),TMN,2000,17623088943,25303332.91,13.2821615,,5.006499848,4.70236E+11,2.289219961,
Tonga,TON,2000,,43000,,,,204848470.1,6.327635514,
South Asia (IDA & IBRD),TSA,2000,,4872221.467,6.129732034,7071625.23,5.025635013,6.47682E+11,4.00943591,3.263731971
Sub-Saharan Africa (IDA & IBRD countries),TSS,2000,8236189717,19581432.38,7.313186725,,7.092534,4.28341E+11,4.500788563,
Trinidad and Tobago,TTO,2000,371000000,503000,7.682908745,,5.143475635,8154342116,3.555413197,12.1
Tunisia,TUN,2000,1977000000,5058000,23.09982909,1632000,3.346552992,21473528161,2.962307947,14.94
Turkiye,TUR,2000,,10428000,,5284000,,2.74295E+11,54.91537058,6.495
Tuvalu,TUV,2000,,1100.000024,,2900.000095,,15073975.53,,
Tanzania,TZA,2000,381000000,501000,27.99409376,,17.99996664,13371767082,5.923961096,
Uganda,UGA,2000,,193000,,153000,,6193246837,3.392021585,
Ukraine,UKR,2000,563000000,11691000,3.066782874,,3.315210968,32375083935,28.20309724,11.707
Upper middle income,UMC,2000,,301621449.3,7.693020615,214986549.5,5.94755749,4.37278E+12,4.978962132,5.441391916
Uruguay,URY,2000,827000000,2236000,22.59804992,667000,9.087236747,22823270892,4.763824727,12.627
United States,USA,2000,1.18316E+11,78343000,10.92522175,87973000,5.885102478,1.0251E+13,3.376857271,3.992
Uzbekistan,UZB,2000,63000000,302000,,217000,,13760513969,,0.4
St. Vincent and the Grenadines,VCT,2000,,256000,,,,427946037,0.167679637,
"Venezuela, RB",VEN,2000,469000000,602000,1.351156694,954000,7.732394366,1.17146E+11,,
British Virgin Islands,VGB,2000,345000000,272000,,,,,,
Virgin Islands (U.S.),VIR,2000,1206000000,2396000,,,,,,
Viet Nam,VNM,2000,,2140000,,,,31172518403,-1.710337279,2.26
Vanuatu,VUT,2000,69000000,106000,43.94995951,12000,,272014627.8,2.537688442,
World,WLD,2000,5.96265E+11,1332379079,7.050065452,1122419167,6.712213479,3.38559E+13,3.433515634,5.522379391
Samoa,WSM,2000,,,,61000,,258856139.8,0.96678235,
Kosovo,XKX,2000,,,,,,,,11.629
"Yemen, Rep.",YEM,2000,,,,,,9679316770,4.59,
South Africa,ZAF,2000,3338000000,6001000,9.022756451,,8.114899655,1.51753E+11,5.338951029,29.88
Zambia,ZMB,2000,,457000,,,7.772514651,3600632111,26.03041179,12.93
Zimbabwe,ZWE,2000,125000000,1967000,,,,6689957600,,
Aruba,ABW,2001,825000000,1178000,40.87787432,,9.825233017,1896456983,2.883604303,6.9
Africa Eastern and Southern,AFE,2001,7489514346,15854696.29,10.84051653,,6.940724736,2.60992E+11,5.840353983,
Afghanistan,AFG,2001,,,,,,2813571754,,
Africa Western and Central,AFW,2001,1629462885,4615887.342,3.736219703,,6.191446023,1.50058E+11,4.36152914,
Angola,AGO,2001,35000000,67000,0.519532955,,1.194509437,8936079118,152.5610225,
Albania,ALB,2001,451000000,354000,68.52020662,955000,16.86414645,3922100794,3.10758827,16.4
Andorra,AND,2001,,11351000,,,,1548265808,,
Arab World,ARB,2001,,,,,,7.44729E+11,1.772204374,
United Arab Emirates,ARE,2001,1200000000,,,,,1.03312E+11,,
Argentina,ARG,2001,2756000000,2620000,8.856965228,,17.71339082,2.68697E+11,,17.32
Armenia,ARM,2001,81000000,123000,14.41321254,110000,5.446602049,2118467913,3.145904647,
American Samoa,ASM,2001,,36000,,,,,,
Antigua and Barbuda,ATG,2001,,624000,,,,877514814.8,1.402796636,8.42
Australia,AUS,2001,11333000000,4856000,13.89261886,3443000,10.29723037,3.79629E+11,4.407135362,6.747
Austria,AUT,2001,11511000000,18180000,,8350000,,1.96477E+11,2.650000773,4.007
Azerbaijan,AZE,2001,57000000,767000,2.406320263,1130000,5.587040695,5707616204,1.547195902,10.91
Burundi,BDI,2001,899999.9762,36000,2.027653292,35000,,876794723.1,9.296187713,
Belgium,BEL,2001,8304000000,6452000,,6570000,,2.36746E+11,2.469258231,6.178
Benin,BEN,2001,85500000,1155000,16.40857689,,6.438001086,3666222635,3.984295478,
Burkina Faso,BFA,2001,25000000,128000,,,,3190371081,5.007432908,
Bangladesh,BGD,2001,,207000,,1075000,3.531879514,53991289844,2.007173742,
Bulgaria,BGR,2001,1262000000,5104000,17.41229815,2730000,9.7485003,14183446026,7.360939272,19.921
Bahrain,BHR,2001,886000000,4388000,13.41128142,,8.822005016,8976196809,-1.207571802,
